transaction_id,customer_id,account_id,account_age_days,customer_risk_score,kyc_status,transaction_amount,transaction_datetime,transaction_type,transaction_channel,merchant_id,merchant_category,currency,is_international,transaction_city,transaction_state,ip_address,device_id,device_type,geo_distance_from_last_txn_km,location_match_with_profile,txn_count_last_1hr,txn_count_last_24hr,avg_txn_amount_last_7days,current_vs_avg_amount_ratio,failed_login_attempts,is_night_transaction,receiver_id,receiver_bank,receiver_account_type,relationship_with_customer,fraud,fraud_type,report_source
TXN005595,CUST776,ACC52192,1650,13,verified,122893,2025-01-08 07:20:00,neft,pos,MRC8774,Fuel,INR,no,Delhi,DL,103.144.14.192,DEV_56903,Android,92.72,no,0,29,12592,9.76,2,no,RCV8131,BOB,Current,Known,yes,Mule account,system_alert
TXN005596,CUST698,ACC69300,1409,61,verified,183536,2025-01-22 09:06:00,credit,mobile,MRC6297,Food,INR,no,Chennai,TN,103.238.196.97,DEV_18900,Android,44.14,yes,9,10,19072,9.62,4,no,RCV3764,ICICI,Current,New,no,none,none
TXN005597,CUST752,ACC53923,296,13,verified,63074,2025-02-03 21:00:00,neft,pos,MRC9738,Food,INR,no,Gurgaon,HR,103.196.103.108,DEV_96794,Web,86.99,yes,5,16,6212,10.15,0,no,RCV4606,KOTAK,Savings,Known,no,none,none
TXN005598,CUST771,ACC99196,1869,82,verified,70268,2025-01-02 01:56:00,atm,atm,MRC4492,Online Marketplace,INR,no,Indore,MP,103.199.67.42,DEV_92314,iOS,199.54,no,5,37,23189,3.03,0,no,RCV9656,SBI,Savings,High-risk,no,none,none
TXN005599,CUST657,ACC12395,1515,33,verified,108913,2025-02-05 05:09:00,pos,atm,MRC2594,Fuel,INR,no,Pune,MH,103.139.227.235,DEV_82799,Web,53.01,yes,5,27,24491,4.45,0,no,RCV9125,HDFC,Current,High-risk,no,none,none
TXN005600,CUST471,ACC25779,1756,6,verified,176116,2025-01-25 07:10:00,credit,branch,MRC2944,Online Marketplace,INR,no,Ahmedabad,GJ,103.93.210.21,DEV_56373,iOS,13.11,no,9,5,22862,7.7,2,yes,RCV8156,HDFC,Savings,New,no,none,none
TXN005601,CUST594,ACC81028,259,25,verified,191948,2025-01-21 18:06:00,imps,atm,MRC2555,Grocery,INR,no,Mumbai,MH,103.247.219.93,DEV_28001,Web,51.88,yes,1,33,632,303.24,0,no,RCV7482,HDFC,Savings,High-risk,no,none,none
TXN005602,CUST723,ACC39722,1838,23,incomplete,173067,2025-02-05 18:04:00,neft,pos,MRC9879,Online Marketplace,INR,no,Bhopal,MP,103.197.232.124,DEV_10189,Android,37.18,yes,0,17,990,174.64,1,no,RCV2736,HDFC,Current,Unknown,no,none,none
TXN005603,CUST144,ACC17111,1234,88,incomplete,10634,2025-01-06 21:36:00,imps,atm,MRC3958,Clothing,INR,no,Jaipur,RJ,103.147.113.142,DEV_47881,Android,131.76,yes,9,27,4559,2.33,1,no,RCV7034,SBI,Current,Known,no,none,none
TXN005604,CUST500,ACC19984,545,26,verified,67324,2025-01-31 11:22:00,pos,pos,MRC9765,Food,INR,no,Indore,MP,103.114.7.36,DEV_17758,Android,15.59,yes,1,8,23258,2.89,1,no,RCV8142,ICICI,Savings,Unknown,no,none,none
TXN005605,CUST346,ACC82328,1494,4,verified,87955,2025-01-18 14:48:00,atm,branch,MRC6224,Online Marketplace,INR,no,Mumbai,MH,103.155.10.69,DEV_60640,iOS,243.71,yes,7,25,20287,4.34,0,no,RCV3859,KOTAK,Savings,High-risk,no,none,none
TXN005606,CUST715,ACC36924,309,35,verified,107478,2025-02-04 03:06:00,credit,branch,MRC1910,Food,INR,no,Ahmedabad,GJ,103.26.41.74,DEV_64827,iOS,12.99,yes,3,4,13964,7.7,1,no,RCV2815,AXIS,Current,Known,no,none,none
TXN005607,CUST696,ACC62703,1511,75,verified,916,2025-01-19 11:33:00,upi,atm,MRC6290,Food,INR,no,Surat,GJ,103.252.82.203,DEV_66828,Web,114.41,yes,6,0,26556,0.03,5,no,RCV7653,HDFC,Wallet,Unknown,no,none,none
TXN005608,CUST549,ACC42577,1116,25,verified,120976,2025-01-25 19:34:00,upi,mobile,MRC9986,Grocery,INR,no,Noida,UP,103.208.7.58,DEV_91700,iOS,150.36,no,0,5,2505,48.27,5,yes,RCV3448,KOTAK,Wallet,High-risk,no,none,none
TXN005609,CUST584,ACC17711,818,20,verified,125826,2025-01-10 18:44:00,pos,branch,MRC2333,Electronics,INR,no,Gurgaon,HR,103.116.187.222,DEV_77716,Web,9.79,yes,3,5,11769,10.69,3,no,RCV3532,BOB,Savings,Unknown,no,none,none
TXN005610,CUST745,ACC95548,467,1,verified,98210,2025-01-08 13:48:00,atm,internet,MRC3795,Electronics,INR,no,Delhi,DL,103.61.18.42,DEV_21229,Android,105.43,no,4,6,6776,14.49,1,no,RCV6616,HDFC,Savings,Known,no,none,none
TXN005611,CUST719,ACC14096,700,94,verified,177107,2025-01-20 00:36:00,neft,internet,MRC5262,Bills,INR,no,Bengaluru,KA,103.187.178.83,DEV_97677,Android,29.59,yes,6,5,23256,7.62,1,no,RCV2780,KOTAK,Wallet,New,no,none,none
TXN005612,CUST117,ACC76555,1331,68,verified,164617,2025-02-01 16:06:00,imps,branch,MRC7136,Clothing,INR,no,Surat,GJ,103.63.65.69,DEV_28531,Android,5.37,yes,6,9,29773,5.53,3,no,RCV6319,ICICI,Current,High-risk,no,none,none
TXN005613,CUST705,ACC99848,1397,23,verified,141618,2025-01-31 13:22:00,neft,atm,MRC8891,Grocery,INR,no,Chandigarh,CH,103.232.218.47,DEV_69185,Android,61.45,no,4,31,10604,13.35,2,no,RCV7920,SBI,Current,Known,no,none,none
TXN005614,CUST761,ACC85012,727,99,incomplete,95439,2025-01-03 18:42:00,atm,branch,MRC1162,Online Marketplace,INR,no,Chandigarh,CH,103.145.19.200,DEV_20730,Android,52.28,no,5,19,3117,30.61,3,no,RCV2529,SBI,Savings,Unknown,no,none,none
TXN005615,CUST857,ACC18254,49,22,verified,144987,2025-01-01 22:40:00,credit,atm,MRC3682,Bills,INR,no,Hyderabad,TS,103.194.39.101,DEV_98945,iOS,101.03,yes,2,2,8666,16.73,1,no,RCV4001,BOB,Current,New,no,none,none
TXN005616,CUST388,ACC87120,1849,95,pending,93195,2025-01-07 10:05:00,upi,pos,MRC6181,Grocery,INR,no,Bengaluru,KA,103.17.139.119,DEV_18145,iOS,65.1,yes,2,33,20684,4.51,4,no,RCV3826,BOB,Savings,Unknown,no,none,none
TXN005617,CUST513,ACC15965,1658,62,verified,105636,2025-02-04 10:31:00,imps,mobile,MRC4838,Fuel,INR,no,Delhi,DL,103.239.82.153,DEV_13619,Android,276.16,no,3,12,24290,4.35,1,no,RCV9751,AXIS,Wallet,High-risk,no,none,none
TXN005618,CUST820,ACC87000,1373,1,pending,76142,2025-01-04 00:33:00,credit,mobile,MRC4177,Bills,INR,no,Chennai,TN,103.96.32.133,DEV_83728,iOS,18.93,yes,4,16,28128,2.71,1,no,RCV4937,SBI,Wallet,Known,no,none,none
TXN005619,CUST737,ACC87975,1549,59,verified,2546,2025-01-12 22:06:00,upi,pos,MRC5495,Bills,INR,no,Delhi,DL,103.117.185.184,DEV_61140,Android,87.2,yes,8,25,17133,0.15,4,no,RCV4585,ICICI,Savings,New,no,none,none
TXN005620,CUST334,ACC67987,117,68,verified,83908,2025-01-25 13:38:00,upi,pos,MRC4819,Fuel,INR,no,Noida,UP,103.127.136.137,DEV_81799,Android,44.37,yes,7,20,17565,4.78,5,no,RCV3459,AXIS,Savings,New,no,none,none
TXN005621,CUST515,ACC42963,1349,19,verified,132892,2025-01-07 22:46:00,debit,pos,MRC9549,Bills,INR,no,Delhi,DL,103.171.180.154,DEV_43489,Web,162.25,yes,0,4,2123,62.57,5,yes,RCV4091,HDFC,Savings,Known,no,none,none
TXN005622,CUST598,ACC13273,1147,30,verified,26579,2025-01-01 03:53:00,imps,mobile,MRC1678,Clothing,INR,no,Jaipur,RJ,103.80.179.83,DEV_58412,iOS,119.29,yes,7,30,2864,9.28,4,yes,RCV4801,SBI,Wallet,Unknown,no,none,none
TXN005623,CUST733,ACC25330,1200,1,incomplete,196931,2025-01-19 12:09:00,atm,branch,MRC1445,Online Marketplace,INR,no,Noida,UP,103.191.181.140,DEV_35296,iOS,144.39,yes,6,11,26773,7.36,2,no,RCV3548,KOTAK,Savings,Known,yes,Account takeover,customer_complaint
TXN005624,CUST749,ACC31494,270,48,verified,78588,2025-02-08 18:18:00,debit,internet,MRC2640,Fuel,INR,no,Delhi,DL,103.158.233.208,DEV_62692,iOS,263.07,yes,5,24,15013,5.23,1,no,RCV3993,BOB,Savings,High-risk,no,none,none
TXN005625,CUST214,ACC86422,1651,19,verified,99338,2025-01-08 09:03:00,upi,atm,MRC7159,Electronics,INR,no,Jaipur,RJ,103.242.176.202,DEV_95027,Android,186.72,yes,5,8,16387,6.06,5,no,RCV1997,HDFC,Wallet,New,no,none,none
TXN005626,CUST773,ACC13212,1257,52,verified,58756,2025-01-12 00:55:00,imps,internet,MRC9245,Online Marketplace,INR,no,Noida,UP,103.154.12.173,DEV_38819,iOS,5.07,yes,5,8,13830,4.25,4,no,RCV6905,BOB,Wallet,New,no,none,none
TXN005627,CUST812,ACC93441,1295,85,pending,34176,2025-01-15 11:52:00,pos,atm,MRC8933,Clothing,INR,no,Jaipur,RJ,103.50.249.170,DEV_93538,Web,115.53,yes,1,16,22918,1.49,1,no,RCV9948,HDFC,Current,Known,no,none,none
TXN005628,CUST333,ACC97594,1284,22,verified,46365,2025-02-05 08:23:00,pos,mobile,MRC5844,Travel,INR,no,Mumbai,MH,103.243.103.118,DEV_93765,Android,137.76,yes,5,12,4909,9.44,1,no,RCV3241,AXIS,Savings,High-risk,no,none,none
TXN005629,CUST639,ACC11080,535,50,verified,33067,2025-01-24 08:06:00,imps,branch,MRC4982,Food,INR,no,Noida,UP,103.99.78.213,DEV_56673,Web,6.06,yes,8,3,7678,4.31,3,no,RCV7293,ICICI,Savings,Known,no,none,none
TXN005630,CUST110,ACC42675,719,66,verified,127579,2025-02-06 08:41:00,debit,internet,MRC9209,Fuel,INR,no,Chennai,TN,103.216.18.28,DEV_52380,iOS,59.62,yes,7,36,2614,48.79,4,yes,RCV2340,SBI,Current,New,no,none,none
TXN005631,CUST305,ACC32007,135,6,verified,53358,2025-01-02 22:24:00,credit,pos,MRC1771,Clothing,INR,no,Nagpur,MH,103.247.86.210,DEV_95066,Android,42.87,yes,6,4,1018,52.36,0,yes,RCV1713,AXIS,Current,High-risk,no,none,none
TXN005632,CUST778,ACC92641,1239,64,verified,125864,2025-01-16 06:18:00,credit,pos,MRC7692,Food,INR,no,Chandigarh,CH,103.194.146.12,DEV_46576,Android,137.92,yes,3,37,29355,4.29,1,no,RCV7059,KOTAK,Wallet,High-risk,no,none,none
TXN005633,CUST346,ACC56815,1173,21,verified,48725,2025-01-01 22:31:00,pos,pos,MRC2598,Grocery,INR,no,Ahmedabad,GJ,103.96.87.37,DEV_62635,iOS,182.6,no,8,24,24675,1.97,0,no,RCV8291,KOTAK,Wallet,High-risk,no,none,none
TXN005634,CUST658,ACC93482,1095,97,verified,136246,2025-01-01 03:25:00,atm,internet,MRC8235,Electronics,INR,no,Jaipur,RJ,103.162.32.44,DEV_33167,Android,59.17,no,6,23,13671,9.97,0,no,RCV2841,SBI,Current,New,no,none,none
TXN005635,CUST857,ACC10639,1316,19,verified,179302,2025-02-04 21:26:00,imps,branch,MRC8568,Fuel,INR,no,Bhopal,MP,103.184.48.193,DEV_18758,Android,28.49,yes,9,35,5183,34.59,3,no,RCV5736,SBI,Current,Unknown,no,none,none
TXN005636,CUST226,ACC73593,63,91,verified,20477,2025-01-12 12:08:00,neft,branch,MRC4553,Online Marketplace,INR,no,Nagpur,MH,103.82.38.46,DEV_73146,iOS,37.67,yes,1,30,17511,1.17,1,no,RCV8053,SBI,Savings,Known,no,none,none
TXN005637,CUST246,ACC88038,355,37,verified,89092,2025-01-17 01:29:00,debit,pos,MRC7831,Online Marketplace,INR,no,Noida,UP,103.160.90.177,DEV_51449,Android,241.5,yes,2,4,19591,4.55,3,no,RCV4782,HDFC,Wallet,New,yes,Card theft,customer_complaint
TXN005638,CUST217,ACC13736,1557,63,verified,53185,2025-01-05 19:02:00,upi,internet,MRC1018,Travel,INR,no,Surat,GJ,103.193.32.176,DEV_79419,Web,68.65,no,8,10,10435,5.1,2,no,RCV4016,HDFC,Wallet,New,no,none,none
TXN005639,CUST481,ACC26473,145,29,verified,39801,2025-01-27 13:50:00,credit,pos,MRC1308,Online Marketplace,INR,no,Ahmedabad,GJ,103.198.137.155,DEV_78116,iOS,121.43,yes,8,11,22802,1.75,1,no,RCV5373,KOTAK,Current,Unknown,no,none,none
TXN005640,CUST511,ACC44019,339,60,verified,50849,2025-01-31 09:12:00,debit,atm,MRC3854,Electronics,INR,no,Bengaluru,KA,103.88.94.171,DEV_26558,Web,165.49,yes,0,27,18149,2.8,2,yes,RCV1562,HDFC,Savings,Known,no,none,none
TXN005641,CUST763,ACC96623,1177,92,verified,114792,2025-01-09 19:26:00,atm,atm,MRC7075,Grocery,INR,yes,Delhi,DL,103.125.12.252,DEV_83851,Android,24.1,yes,9,4,21041,5.46,0,no,RCV1182,KOTAK,Wallet,New,no,none,none
TXN005642,CUST683,ACC46820,1469,34,verified,65181,2025-02-08 18:40:00,atm,internet,MRC8259,Online Marketplace,INR,no,Mumbai,MH,103.222.28.39,DEV_20872,Web,14.32,yes,0,27,3470,18.78,3,no,RCV8573,AXIS,Savings,New,no,none,none
TXN005643,CUST462,ACC94861,1315,1,verified,8571,2025-02-03 08:10:00,neft,atm,MRC6580,Bills,INR,no,Nagpur,MH,103.136.222.232,DEV_52648,iOS,68.86,yes,2,21,10608,0.81,2,no,RCV3639,KOTAK,Wallet,High-risk,no,none,none
TXN005644,CUST608,ACC67589,145,48,verified,171530,2025-02-08 03:30:00,imps,mobile,MRC4490,Clothing,INR,no,Jaipur,RJ,103.156.131.80,DEV_94063,Android,27.37,yes,8,25,16774,10.23,0,yes,RCV6419,KOTAK,Current,Known,yes,Merchant fraud,system_alert
TXN005645,CUST236,ACC75807,1522,89,verified,134191,2025-01-02 21:29:00,atm,mobile,MRC5424,Clothing,INR,no,Jaipur,RJ,103.208.146.114,DEV_15278,iOS,0.89,yes,1,25,20231,6.63,5,no,RCV4174,BOB,Wallet,Known,no,none,none
TXN005646,CUST274,ACC28414,822,21,verified,103761,2025-02-09 14:45:00,atm,mobile,MRC2360,Bills,INR,no,Jaipur,RJ,103.175.194.249,DEV_22300,iOS,156.7,yes,8,15,15016,6.91,3,no,RCV5598,ICICI,Current,New,no,none,none
TXN005647,CUST388,ACC34220,1766,34,verified,149920,2025-01-12 14:17:00,neft,atm,MRC1782,Online Marketplace,INR,no,Bengaluru,KA,103.224.100.169,DEV_44309,iOS,152.09,yes,6,35,14852,10.09,3,no,RCV5437,BOB,Savings,Known,no,none,none
TXN005648,CUST580,ACC70531,861,26,verified,114914,2025-01-29 14:27:00,neft,branch,MRC8014,Online Marketplace,INR,no,Mumbai,MH,103.113.209.212,DEV_36880,Web,38.68,yes,6,18,1993,57.63,5,no,RCV4106,BOB,Savings,High-risk,no,none,none
TXN005649,CUST118,ACC52425,1754,36,verified,29075,2025-01-28 11:29:00,credit,mobile,MRC2098,Food,INR,no,Ahmedabad,GJ,103.57.87.58,DEV_66967,Android,172.21,yes,2,13,17601,1.65,2,no,RCV2997,HDFC,Wallet,High-risk,no,none,none
TXN005650,CUST294,ACC19387,1948,99,verified,168766,2025-02-02 02:25:00,credit,pos,MRC1983,Electronics,INR,no,Pune,MH,103.143.125.222,DEV_84295,Android,45.66,yes,6,39,24276,6.95,3,no,RCV8801,ICICI,Wallet,Unknown,yes,Merchant fraud,system_alert
TXN005651,CUST429,ACC86815,1434,23,verified,3349,2025-01-14 12:37:00,atm,branch,MRC9985,Clothing,INR,no,Kolkata,WB,103.105.59.194,DEV_36990,Web,86.34,yes,6,16,19005,0.18,0,no,RCV7247,HDFC,Wallet,Known,no,none,none
TXN005652,CUST274,ACC37584,880,81,verified,118689,2025-01-12 02:00:00,pos,internet,MRC3224,Food,INR,no,Pune,MH,103.144.191.32,DEV_77524,Web,123.38,yes,7,34,13343,8.89,2,no,RCV5326,HDFC,Current,New,no,none,none
TXN005653,CUST548,ACC54783,901,47,pending,62029,2025-02-01 04:37:00,neft,atm,MRC1771,Online Marketplace,INR,no,Kolkata,WB,103.114.198.103,DEV_79596,Web,172.6,yes,0,33,9948,6.23,4,no,RCV2956,KOTAK,Wallet,High-risk,yes,Merchant fraud,system_alert
TXN005654,CUST453,ACC49809,1482,76,verified,29208,2025-01-15 05:19:00,pos,pos,MRC8312,Fuel,INR,no,Nagpur,MH,103.149.6.96,DEV_23205,Web,205.48,yes,6,39,10969,2.66,5,no,RCV5087,KOTAK,Wallet,High-risk,no,none,none
TXN005655,CUST598,ACC64327,644,44,verified,95992,2025-01-14 06:43:00,imps,internet,MRC9780,Online Marketplace,INR,no,Hyderabad,TS,103.4.140.221,DEV_64719,iOS,127.25,yes,3,0,10439,9.19,2,no,RCV5275,ICICI,Savings,High-risk,no,none,none
TXN005656,CUST240,ACC20857,1661,20,verified,21641,2025-01-24 09:34:00,credit,atm,MRC1713,Online Marketplace,INR,no,Delhi,DL,103.9.141.70,DEV_36308,Web,66.83,yes,9,35,4765,4.54,1,no,RCV3437,AXIS,Wallet,New,no,none,none
TXN005657,CUST857,ACC52261,678,27,verified,175833,2025-01-03 07:36:00,credit,atm,MRC4178,Grocery,INR,no,Nagpur,MH,103.158.3.109,DEV_61500,iOS,188.53,yes,9,2,20685,8.5,3,no,RCV9221,HDFC,Savings,Unknown,no,none,none
TXN005658,CUST996,ACC83588,1303,61,verified,90694,2025-01-25 22:09:00,neft,pos,MRC3696,Travel,INR,no,Mumbai,MH,103.47.62.105,DEV_89168,iOS,41.14,yes,6,0,15744,5.76,0,no,RCV8649,KOTAK,Wallet,New,no,none,none
TXN005659,CUST192,ACC26995,1050,37,verified,19523,2025-02-08 21:57:00,pos,atm,MRC8262,Bills,INR,no,Nagpur,MH,103.127.3.205,DEV_73481,Android,50.72,yes,6,2,9825,1.99,3,no,RCV1758,HDFC,Savings,New,no,none,none
TXN005660,CUST338,ACC23580,278,84,verified,86430,2025-01-28 23:50:00,atm,atm,MRC4170,Electronics,INR,no,Ahmedabad,GJ,103.206.56.34,DEV_70510,Android,65.33,no,2,14,25333,3.41,0,no,RCV9302,SBI,Wallet,High-risk,no,none,none
TXN005661,CUST304,ACC28240,870,52,verified,58951,2025-01-19 12:44:00,imps,atm,MRC6001,Online Marketplace,INR,no,Delhi,DL,103.97.141.76,DEV_53991,iOS,5.57,yes,6,33,25743,2.29,3,no,RCV4835,AXIS,Wallet,Unknown,no,none,none
TXN005662,CUST659,ACC93446,491,75,verified,158916,2025-01-11 16:18:00,pos,branch,MRC1047,Food,INR,no,Kolkata,WB,103.151.22.121,DEV_55749,Web,173.9,yes,9,32,11530,13.78,2,no,RCV5174,KOTAK,Wallet,New,no,none,none
TXN005663,CUST532,ACC85752,1252,92,incomplete,123918,2025-01-02 15:15:00,pos,mobile,MRC9590,Bills,INR,no,Jaipur,RJ,103.180.114.207,DEV_71071,Web,358.01,yes,4,38,13962,8.87,2,no,RCV8615,BOB,Savings,Known,yes,Merchant fraud,customer_complaint
TXN005664,CUST344,ACC56111,1352,62,verified,65652,2025-01-17 11:58:00,atm,pos,MRC2281,Bills,INR,no,Pune,MH,103.98.26.97,DEV_68564,iOS,160.01,yes,2,33,19765,3.32,1,no,RCV4357,AXIS,Wallet,Known,no,none,none
TXN005665,CUST931,ACC44866,1271,66,verified,122792,2025-01-11 21:24:00,upi,branch,MRC7457,Grocery,INR,no,Ahmedabad,GJ,103.253.212.7,DEV_93695,Web,82.24,yes,1,29,17926,6.85,4,no,RCV6249,AXIS,Savings,New,no,none,none
TXN005666,CUST416,ACC90974,1578,24,verified,138255,2025-02-07 00:42:00,upi,pos,MRC5261,Clothing,INR,no,Ahmedabad,GJ,103.160.219.90,DEV_98223,Web,55.61,yes,6,11,3223,42.88,3,no,RCV4802,AXIS,Savings,New,no,none,none
TXN005667,CUST394,ACC83401,294,80,verified,169015,2025-01-27 18:20:00,pos,branch,MRC4586,Grocery,INR,no,Hyderabad,TS,103.16.185.107,DEV_85545,Android,216.17,yes,2,37,8402,20.11,4,no,RCV8467,ICICI,Savings,Known,yes,Card theft,system_alert
TXN005668,CUST739,ACC92093,1070,12,verified,29218,2025-01-26 02:47:00,neft,atm,MRC6111,Clothing,INR,no,Noida,UP,103.61.77.29,DEV_15492,Web,57.81,yes,2,18,14280,2.05,1,no,RCV3331,HDFC,Wallet,High-risk,yes,Merchant fraud,system_alert
TXN005669,CUST955,ACC22211,112,16,pending,45434,2025-01-09 00:24:00,imps,atm,MRC9672,Fuel,INR,no,Chandigarh,CH,103.248.45.125,DEV_44808,iOS,107.34,yes,4,10,11257,4.04,2,no,RCV1501,SBI,Savings,New,no,none,none
TXN005670,CUST381,ACC68985,1756,36,verified,76541,2025-01-22 00:58:00,upi,branch,MRC5976,Electronics,INR,no,Ahmedabad,GJ,103.144.229.194,DEV_46907,Android,49.81,no,4,5,28564,2.68,5,no,RCV7483,ICICI,Wallet,High-risk,no,none,none
TXN005671,CUST116,ACC43268,1463,2,verified,176833,2025-01-31 15:06:00,neft,atm,MRC6591,Fuel,INR,no,Bhopal,MP,103.56.133.183,DEV_47654,Web,0.61,yes,9,17,16972,10.42,4,no,RCV9077,AXIS,Current,New,no,none,none
TXN005672,CUST170,ACC13646,801,89,verified,196627,2025-02-08 02:07:00,imps,mobile,MRC5794,Fuel,INR,no,Chandigarh,CH,103.216.69.99,DEV_63322,Web,99.94,yes,1,25,14332,13.72,2,no,RCV6376,BOB,Savings,High-risk,no,none,none
TXN005673,CUST368,ACC65371,1687,62,verified,96018,2025-01-05 16:17:00,upi,pos,MRC1236,Fuel,INR,no,Bhopal,MP,103.102.99.177,DEV_88252,Web,168.81,yes,6,33,26225,3.66,5,no,RCV7854,BOB,Wallet,New,no,none,none
TXN005674,CUST424,ACC52816,248,64,verified,55424,2025-01-06 12:09:00,debit,atm,MRC4772,Grocery,INR,no,Indore,MP,103.66.162.110,DEV_79597,Android,31.15,yes,9,20,6986,7.93,2,no,RCV9497,SBI,Current,New,no,none,none
TXN005675,CUST893,ACC99460,750,29,verified,189549,2025-02-03 20:57:00,credit,internet,MRC1816,Bills,INR,no,Surat,GJ,103.248.146.74,DEV_47686,Android,98.3,no,7,27,17313,10.95,1,no,RCV5712,HDFC,Current,Known,no,none,none
TXN005676,CUST404,ACC54112,654,92,incomplete,173943,2025-01-01 10:08:00,neft,branch,MRC2983,Food,INR,no,Delhi,DL,103.142.36.95,DEV_27733,Web,52.16,yes,1,14,26906,6.46,4,no,RCV4507,BOB,Current,New,no,none,none
TXN005677,CUST550,ACC61048,1158,74,verified,92219,2025-01-12 19:15:00,pos,branch,MRC9723,Food,INR,no,Gurgaon,HR,103.158.182.85,DEV_29183,Android,92.38,no,3,31,1871,49.26,4,yes,RCV2781,AXIS,Current,Unknown,no,none,none
TXN005678,CUST106,ACC64911,1598,87,incomplete,195461,2025-01-24 11:08:00,atm,atm,MRC4924,Bills,INR,no,Chandigarh,CH,103.70.128.95,DEV_87036,iOS,160.14,no,5,18,28398,6.88,0,yes,RCV8949,SBI,Savings,New,no,none,none
TXN005679,CUST413,ACC85446,1633,96,verified,45256,2025-02-01 20:00:00,imps,branch,MRC9876,Bills,INR,no,Mumbai,MH,103.53.84.161,DEV_13647,Web,54.93,yes,0,4,17841,2.54,5,no,RCV7555,BOB,Wallet,Unknown,no,none,none
TXN005680,CUST916,ACC11778,1643,31,verified,6330,2025-01-01 04:00:00,upi,internet,MRC3704,Bills,INR,no,Indore,MP,103.230.243.71,DEV_95021,iOS,35.01,yes,1,16,20943,0.3,2,yes,RCV9902,AXIS,Savings,Unknown,yes,Merchant fraud,customer_complaint
TXN005681,CUST202,ACC55752,891,83,verified,32749,2025-01-02 10:12:00,pos,branch,MRC9769,Travel,INR,no,Kolkata,WB,103.154.42.86,DEV_54549,Android,4.19,yes,6,11,5518,5.93,2,no,RCV3953,ICICI,Current,Known,no,none,none
TXN005682,CUST920,ACC94977,616,15,verified,41529,2025-01-04 16:54:00,debit,internet,MRC4989,Online Marketplace,INR,no,Hyderabad,TS,103.143.124.254,DEV_18230,iOS,4.61,yes,8,3,15066,2.76,0,no,RCV6109,BOB,Savings,Known,no,none,none
TXN005683,CUST292,ACC80726,1959,55,verified,64227,2025-01-24 20:50:00,upi,branch,MRC3481,Travel,INR,no,Hyderabad,TS,103.205.114.251,DEV_40865,Web,185.61,no,4,33,14131,4.54,3,no,RCV7850,BOB,Current,Known,no,none,none
TXN005684,CUST852,ACC90840,197,33,verified,167217,2025-01-08 08:36:00,debit,branch,MRC4198,Food,INR,no,Bhopal,MP,103.24.68.2,DEV_52086,Web,4.0,yes,3,34,10153,16.47,2,no,RCV3917,BOB,Savings,New,no,none,none
TXN005685,CUST673,ACC37289,897,81,pending,67260,2025-01-15 11:53:00,atm,internet,MRC7134,Fuel,INR,no,Noida,UP,103.195.202.71,DEV_81158,Android,46.91,yes,9,32,12828,5.24,5,yes,RCV6228,KOTAK,Wallet,Unknown,no,none,none
TXN005686,CUST628,ACC54788,1289,52,verified,72885,2025-01-23 03:38:00,credit,pos,MRC5522,Grocery,INR,no,Surat,GJ,103.186.96.188,DEV_52968,Android,42.94,yes,0,17,15590,4.67,5,no,RCV4977,ICICI,Savings,Unknown,no,none,none
TXN005687,CUST270,ACC14747,1618,20,verified,25911,2025-02-04 09:20:00,pos,mobile,MRC6520,Fuel,INR,no,Noida,UP,103.85.14.60,DEV_84296,Web,45.49,yes,2,5,27993,0.93,1,no,RCV7427,AXIS,Wallet,High-risk,no,none,none
TXN005688,CUST636,ACC84822,996,73,pending,82138,2025-01-13 19:40:00,credit,internet,MRC6267,Fuel,INR,no,Bhopal,MP,103.139.62.151,DEV_80800,Android,149.81,yes,1,25,12417,6.61,2,no,RCV5424,KOTAK,Current,Known,no,none,none
TXN005689,CUST350,ACC10045,933,38,incomplete,59327,2025-01-10 19:28:00,debit,mobile,MRC7564,Clothing,INR,no,Surat,GJ,103.70.23.77,DEV_38896,Web,62.12,yes,4,12,29846,1.99,5,no,RCV3425,KOTAK,Wallet,High-risk,no,none,none
TXN005690,CUST864,ACC17758,1907,3,verified,40171,2025-01-19 01:42:00,neft,branch,MRC4662,Fuel,INR,no,Nagpur,MH,103.189.12.9,DEV_50024,Android,45.38,yes,6,33,8049,4.99,5,no,RCV1855,KOTAK,Current,High-risk,no,none,none
TXN005691,CUST486,ACC33437,803,54,verified,40808,2025-01-28 16:37:00,pos,pos,MRC3329,Electronics,INR,no,Chandigarh,CH,103.192.114.4,DEV_28288,iOS,200.37,yes,5,5,7713,5.29,1,no,RCV8671,KOTAK,Wallet,New,no,none,none
TXN005692,CUST306,ACC29585,539,66,verified,58231,2025-02-09 19:52:00,upi,internet,MRC9511,Electronics,INR,no,Mumbai,MH,103.97.108.254,DEV_54580,iOS,3.18,yes,7,38,28170,2.07,5,no,RCV2585,BOB,Savings,Known,no,none,none
TXN005693,CUST640,ACC19854,685,18,verified,199183,2025-01-23 04:23:00,credit,pos,MRC8582,Fuel,INR,no,Kolkata,WB,103.46.106.244,DEV_41888,Web,134.86,yes,9,19,27373,7.28,0,no,RCV1804,HDFC,Current,Unknown,no,none,none
