Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
"senior machine learning scientist - bay area, ca",128201.0,"passionate about precision medicine and advancing the healthcare industry?

recent advancements in underlying technology have finally made it possible for ai to impact clinical care in a meaningful way. tempus' proprietary platform connects an entire ecosystem of real-world evidence to deliver real-time, actionable insights to physicians, providing critical information about the right treatments for the right patients, at the right time.

what you will do:
analyze and integrate large diverse clinical, molecular and imaging datasets to extract insights, and drive research opportunities.
design and prototype novel analysis tools and algorithms for predicting patient outcome and treatment response.
collaborate with product, science, engineering, and business development teams to build the most advanced data platform in precision medicine.
interrogate analytical results for robustness, validity, and out of sample stability.
document, summarize, and present your findings to a group of peers and stakeholders.
provide technical leadership & expertise across multiple modeling projects.
required qualifications:
phd degree in a quantitative discipline (e.g. statistical genetics, cancer genetics, machine learning, bioinformatics, statistics, computational biology, applied mathematics, physics, or similar).
5+ years of relevant industry or postdoctoral experience.
outstanding analytical and problem solving skills, with a particular focus on understanding the intricacies of molecular or multi-modal data sets.
strong experience working with genomic, clinical, or imaging data.
expert-level experience with supervised and unsupervised machine learning algorithms, and ensemble methods, such as: pca, regression, deep neural networks, decision trees, gradient boosting, generalized linear models, mixed effect models, non-linear low dimensional embeddings and clustering.
proficient in python and sql.
experience with the following: pandas, numpy, scipy, scikit-learn, jupyter notebooks, and a machine learning framework such as tensorflow, sagemaker, or pytorch
strong programming skills.
thrive in a fast-paced environment and willing to shift priorities seamlessly.
experience with communicating insights and presenting concepts to diverse audiences.
team player mindset and ability to work in an interdisciplinary team.
goal orientation, self motivation, and drive to make a positive impact in healthcare.
preferred qualifications:
strong peer-reviewed publication record.
experience with: git, matplotlib, seaborn, html5, css3, javascript, d3, plot.ly, flask, dask, docker, aws.
experience working in a linux / mac and aws cloud environments.
experience in agile environments and comfort with quick iterations.
technical leadership experience.
#li-lh1",3.3,"tempus labs
3.3","redwood city, ca","chicago, il",501 to 1000 employees,2015,company - private,biotech & pharmaceuticals,biotech & pharmaceuticals,,-1
data scientist,128201.0,"purpose of the job

the purpose of this job is to provide analyses of internal and external data sources in support of key business functions. the data scientist performs data analysis to support portfolio management and operations goals.

essential duties and responsibilities

provides quantitative analysis for portfolio management decisions.
uses advanced data mining techniques to discover patterns, insights, and trends in icw data.
collaborates with other scientists and icw groups to ensure effective execution of data-drive initiatives.
collects, aggregates, and analyzes data from multiple internal and external sources for use in advanced analytics.
writes and maintains code to build and maintain data pipelines for production models.
develops high quality, replicable predictive and descriptive analytics for business use.
analyzes, refines, and documents functional requirements for modeling projects.
drives insights into business performance optimization.
evaluates complex business and system requirements to create detailed business user requirements, system documentation, workflow procedures, and data modeling.
develops an understands the business issues and data challenges of the organization in order to provide meaningful insights.
communicates findings and insight to stakeholders and provide business strategy recommendations for optimizing business performance.
evaluates the business and end user data requirements and develops analytical and reporting solutions to address those needs.
understands and translates business requirements into functional requirements.
improves workflows and business processes in assigned business units.
aids in the analysis of current business processes; makes recommendations to management for new, more efficient, workflows, and processes.
develops or assists with developing functional specifications and system design specifications for assigned projects.
uses analytics and metrics to improve processes and provide data-driven forecasts of potential costs, risks, and profits of new business initiatives.
provides reporting solutions and responds to ad-hoc report requests across multiple business areas.
supervisory responsibilities

this role does not have supervisory responsibilities.

education and experience

bachelor's degree from four-year college or university preferred with a major or emphasis in mathematics, data, computer science or related field. minimum 3 years of related technical experience and/or training required or equivalent combination of education and experience. or master’s degree plus one-year experience in related discipline. insurance industry experience preferred.

certificates, licenses, registrations

none required.

knowledge and skills

demonstrated experience with statistical modeling techniques, especially generalized linear models, cluster analysis, latent class analysis, and factor analysis. demonstrated experience and knowledge of machine learning techniques, including random forests, gradient boosted machines, extreme gradient boosting, and support vector machines.

knowledge of and experience with contemporary model validation methods, including cross validation and nested cross validation. knowledge of databases and database methodology; experience with sql server is a plus. nosql database experience is beneficial. knowledge of data warehouse principles, data modeling, and other business intelligence architecture methods is desirable. experience with contemporary reporting tools is desired.

demonstrated knowledge and experience with open source analytics platforms, such as python and/or r. working knowledge in analytic platforms such as sagemaker, tensofflow and keras a plus. process and model documentation using markdown or other electronic means and experience using git and gitlab are desired.

physical requirements

office environment– no specific or unusual physical or environmental demands and employees are regularly required to sit, walk, stand, talk, and hear.

competencies

this position maps to the individual contributor level. additional competencies required: none.

work environment

this position operates in an office environment and requires the frequent use of a computer, telephone, copier, and other standard office equipment.",3.3,"icw group
3.3","san diego, ca","san diego, ca",501 to 1000 employees,1972,company - private,insurance carriers,insurance,5001.0,"liberty mutual insurance, employers, travelers"
clinical data analyst,128201.0,"about us:

nystec is a non-profit technology consulting company, advising agencies, organizations, institutions, and businesses since 1996. were independent and vendor-neutral so we have our clients best interests at heart. at nystec, we know that we succeed when individuals and teams flourish personally and professionally, so our benefits and perks support this mindset. are you ready to contribute to our engaged workforce and deliver the nystec experience?

about the role:

as a clinical data analyst, you will collaborate with team members to conceptualize, deliver, and support our clients through todays ever-changing landscape. nystec is considered a trusted advisor, partner of choice and employer of choice. we believe every interaction is an opportunity to deliver exceptional service that empowers client success!

serving as a clinical data analyst, your day-to-day role as a nystec consultant be providing analytical expertise to evaluate health information exchange organizations across new york state. candidates will have the option to be based in our new york city or albany office.

key responsibilities
analyze the quality of clinical data from electronic health records and their conformance to national standards to elucidate areas of data quality improvement
assess policies, processes, and technical solutions that facilitate the exchange of high-quality data, to inform statewide policy and program decision-makers
about you:

required qualifications
proficiency in sql
strong knowledge of relational database principles
proven experience analyzing large data sets, preferably in the healthcare industry.
strong communication, documentation, critical thinking, and analytical skills
ability to manage and develop key relationships with colleagues and clients through collaborative thinking and a strong customer focus
ability to work independently and develop solutions to complex problems as part of a strategic team
must be proficient with microsoft office
preferred/desired qualifications
experience with national data standards such as hl7, as well as coding systems (e.g., loinc, icd-10)
fluency in python (preferably pandas and numpy), knowledge of non-relational databases and/or knowledge of json
familiarity with health information exchange and/or ehr messaging standards
education and experience
a minimum of a bachelors degree with at least 1 year of related experience in a technical, scientific, or related discipline is required. an equivalent combination of advanced education, training, and experience will be considered. preference given to candidates with a graduate degree in health informatics, public health, statistics, computer science.
if youre an effective communicator who enjoys working in complex and collaborative environments, utilizing your critical thinking and research skills to develop solutions for clients, providing support to customers, and have the required education, experience and skills, we want to hear from you.

nystec is an equal-opportunity employer and all qualified applicants will receive consideration for employment without regard to age, race, color, creed, religion, sex, sexual orientation, national origin, citizenship status, marital status disability, protected veteran status, or any other characteristic protected by law. reasonable accommodations may be made to enable qualified individuals with disabilities to perform the essential functions.

applicants must be currently authorized to work in the united states without the need for visa sponsorship now or in the future.

learn more about nystec www.nystec.com",3.8,"nystec
3.8","new york, ny","rome, ny",51 to 200 employees,1996,nonprofit organization,consulting,business services,2550.0,"kpmg, accenture, deloitte"
data scientist,128201.0,"data works is an employee-focused technology company that supports the intelligence community by providing big data solutions including data transformation, advanced analytics, custom web application development, data architecture, data science, cloud and systems engineering solutions. we favor a high-quality workforce over aggressive growth and provide opportunities on programs that fill mission-critical needs. due to our emphasis on employee engagement and development, we’ve been named a great place to work by washingtonian magazine (2015-2019). positions are available in various customer locations in virginia between mclean and dulles.

the data scientist will use a diverse range of data-focused skills and experience, both technical and analytical. possesses a strong desire and capability for problem solving, data analysis and troubleshooting, analytical thinking, and experimentation.

work with large, complex, and disparate data sets
design and implement innovative ways to analyze and exploit the customer's data holdings
research and report on a wide variety of customer's inquiries
raise proactive inquiries based on observations and proposed data analysis/exploitation
solve difficult, non-routine problems by applying advanced analytical methodologies, and improving analytic methodologies
develop custom searches
communicate and coordinate with internal and external partners as needed

thorough knowledge of analytic tools and methodologies such as probability and statistics, formal modeling, computational social sciences, computer science, machine learning and/or scientific computing.
ability to code or script in one or more programming/scripting languages
understanding and use of algorithms such as classification, regression, clustering, and anomaly detection
knowledge of relational databases and/or non-relational data stores, including rdbms and large-scale distributed systems (e.g. hadoop)
demonstrated ability to use technical and analytic skills to solve complex investigative problems
demonstrated effectiveness in collecting information and accurately representing/visualizing it to non-technical third parties
active ts/sci with polygraph required

expertise with statistical data analysis (e.g. linear models, multivariate analysis, stochastic models, sampling methods)

6 weeks pto
10% employer 401k contribution
paid overtime
annual bonuses
health/vision/dental/disability/life insurance covered 100%
annual training and tuition budgets
technology/fitness/communications/travel reimbursement
charity matching program

data works, an e3/sentinel company, is an equal opportunity employer and vietnam era veterans readjustment assistance act (vevraa) federal contractor. all qualified applicants receive consideration for employment without regard to race, color, religion, gender, national origin, age, sexual orientation, gender identity, protected veteran status, or status as a qualified individual with a disability. e3/sentinel hires and promotes individuals solely on the basis of their qualifications for the job to be filled.",4.5,"e3 federal solutions
4.5","chantilly, va","mclean, va",501 to 1000 employees,2004,company - private,consulting,business services,,-1
data engineer,128201.0,"kingfisher systems, inc. specializes in providing a full range of information technology, cybersecurity, intelligence, and support services to the u.s. government. kingfisher systems core competency is technology-enabled services, with a specific focus on national security. since 2005, kingfisher has established itself as a recognized and trusted mission partner whose mission is safeguarding sensitive information, operations, and programs for our federal customers and warfighters.

responsibilities:

kingfisher systems, inc. is seeking a data engineer to provide data flows and transformations to automate, script, visualize, and modeling subnational wealth. day to day technical tasks include meeting with the customer to understand and refine the requirements. the candidate will use nifi and python to create data flows and transformations and understand the workflow of the project. they will work with the customer to implement any requested updates, move data storage to rds, and work with security to ensure the entire system is compliant. they will compile security controls and artifacts and contribute to the standard operating procedures and other related documents.

skills requirements:
the successful candidate should have experience with scripting in python and using nifi. some knowledge of geospatial software such as arcgis, qgis is preferred or willingness to learn.
knowledge of best practices for data standards, data management, data quality.
experience with sql, postgresql/postgis. ability to communicate analysis to experts and lay persons alike.
years of experience: minimum of 3 years experience.

degree requirement: bachelor's degree in computer science, geography, or related field.

minimum clearance requirement: minimum top secret clearance with sci eligibility. applicants selected will be subject to an additional security investigation and thus may have additional eligibility requirements to meet.

kingfisher systems, inc. is an equal opportunity employer. all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, age, protected veteran status, among other things, or status as a qualified individual with a disability.",4.5,"kingfisher systems
4.5","falls church, va","falls church, va",51 to 200 employees,2005,company - private,federal agencies,government,2550.0,-1
data scientist technical specialist,128201.0,"overview


technology is constantly changing and our adversaries are digitally exceeding law enforcement’s ability to keep pace. those charged with protecting the united states are not always able to access the evidence needed to prosecute crime and prevent terrorism. the government has trusted in peraton to provide the technical ability, tools, and resources to bring criminals to justice. in response to this challenge, these employees provide proven, industry leading cloud development experience for our enforcement customer. at peraton you will help protect our national security by working with our countries law enforcement customer to solve their big data challenges. peraton is looking for a talented data scientist, to analyzing production data which will lead to the program choosing right-fit technology solutions.

responsibilities


what you’ll do…
work closely with entity resolution subject matter experts, program engineers and stakeholders to integrate complex data sources into operation and develop new analytics and algorithms
support advanced data exploitation capabilities using hadoop related technologies
enhance the data processing infrastructure using open source and commercial technologies
capture and define requirements for entity resolution features and functionality from a ui end-user perspective
analyze documentation and source data of new data feeds
provide o&m monitoring and resolution of production web services using monitoring tools including ganglia, jenkins, and other means
modify pipeline scripts to enhance functionality and support bug fixes
resolve bugs by modifying pipeline scripts and entity resolution explanation service scripts
coordinate development efforts in an agile team
qualifications


you’d be a great fit if…
you have a bachelor’s degree in engineering, computer science, or other related analytical, scientific, or technical discipline. equivalent experience may be considered in lieu of degree.
have 10 years of experience with scripting languages, such as python, used in support of development and production operations.
have 10 years of experience analyzing and reporting on large datasets .
it’d be even better if you…
experience with designing and implementing custom machine learning algorithms.
experience with graph algorithms and semantic web.
experience with using sql to conduct complex database queries.
knowledge of descriptive and inferential statistics, including hypothesis testing.
ability to apply supervised and unsupervised machine learning algorithms for clustering, classification, and dimensionality reduction.
ability to communicate information in verbal or written formats to a senior executive audience.
knowledge of commercial cloud services used by the ic.
experience with using apache spark to aggregate and analyze large data sets from various sources.
what you’ll get…
an immediately-vested 401(k) with employer matching
rapid pto accrual schedule with floating holidays
comprehensive medical, dental, and vision coverage
tuition assistance, financing, and refinancing
paid maternity and paternity leave
company-paid infertility treatments
cross-training and professional development opportunities
the ability to influence major initiatives
security clearance this position requires the candidate to have an active top secret security clearance and ability to maintain the clearance.

about peraton


at peraton, we’re at the forefront of delivering the next breakthrough in national security, every day. we’re the partner of choice to help solve some of the world’s most daunting challenges. how? by thinking differently. we’re not mired in the past. we look at all problems with fresh eyes. we look past the obvious to bring the best talent, tech, and ideas together to completely transform how problems are solved. so bring your unique ideas, your entrepreneurial spirit, and your drive to succeed. get ready to be part of something bigger. get ready to do the can’t be done.

eeo statement


we are an equal opportunity/affirmative action employer. we consider applicants without regard to race, color, religion, age, national origin, ancestry, ethnicity, gender, gender identity, gender expression, sexual orientation, marital status, veteran status, disability, genetic information, citizenship status, or membership in any other group protected by federal, state, or local law.",3.4,"peraton
3.4","chantilly, va","herndon, va",1001 to 5000 employees,2017,company - private,aerospace & defense,aerospace & defense,12.0,-1
senior data scientist,128201.0,"group o is seeking a strong candidate with the ability to design machine learning projects to address specific business problems determined by consultation with business partners to fill an exciting data scientist position, in the chicago il or atlanta ga area for a group o partner.

responsible for the development and implementation of machine learning algorithms and techniques to solve business problems and optimize member experiences. primary duties may include are but not limited to: design machine learning projects to address specific business problems determined by consultation with business partners. work with data-sets of varying degrees of size and complexity including both structured and unstructured data. piping and processing massive data-streams in distributed computing environments such as hadoop to facilitate analysis. implements batch and real-time model scoring to drive actions. develops machine learning algorithms to build customized solutions that go beyond standard industry tools and lead to innovative solutions. develop sophisticated visualization of analysis output for business users.

bs/ma/ms/phd in statistics, computer science, mathematics, machine learning, econometrics, physics, biostatistics or related quantitative disciplines. 5 years experience in predictive analytics and advanced expertise with software such as python, or any combination of education and experience which would provide an equivalent background. experience leading end-to-end data science project implementation. experience in the health-care sector. experience in deep learning strongly preferred.",3.1,"group o
3.1","chicago, il","milan, il",1001 to 5000 employees,1974,company - private,staffing & outsourcing,business services,5001.0,-1
data science manager,128201.0,"job requisition id #
20wd38093
job title
data science manager
job description

data science manager
location: san francisco, ca- united states
job id: 20wd38093

position overview
autodesk is seeking a manager to join the data science team in our data platform and insights group. the data platform and insights group is chartered with building innovative data products and analytics solutions for autodesk’s strategy, marketing, sales and customer support teams. this manager role will help us make machine intelligence an integral part of how autodesk makes and executes decisions.

as leader of the data science team, you are responsible for applying machine learning, predictive modeling and optimization techniques to a variety of problems, including customer retention, customer acquisition, product recommenders, next-best action, product adoption, segmentation, nlp, and more.

responsibilities
be a leader for group of talented data scientists
develop junior data scientists with guidance and mentorship and in accordance to autodesk’s culture code
be hands on with the work that the team is conducting
participate in defining the strategic direction and roadmap for the advanced analytics group
plan, research and develop data products from ideation through development and deployment as well as communication of results and performance to leadership
provide technical leadership to support the ongoing development of autodesk’s analytics services platform
collaborate with product management, engineering and business stakeholders to deliver analytics products that have a quantifiable impact on autodesk’s business
minimum qualifications
phd, ms or higher in the field of statistics, math, electrical engineering, computer science, information sciences or a quantitative-related field
4+ years of experience in data science, machine learning or a related field
proven track record overseeing data science projects at all stages, from initial conception to implementation and optimization
deep understanding of machine learning, statistical modeling and data mining techniques including supervised and unsupervised learning, neural networks, natural language processing
understanding of experimental design and adaptive sampling
experience working with big data platforms (hadoop, spark, hive)
experience working with relational sql and nosql databases
familiar with ml and statistical modeling tools such as r, pandas, scikitlearn
preferred qualifications
good programming skills using analytics-oriented languages such as python, r and scala
2+ years of experience leading and managing a small team
ability to partner with executives, product managers and stakeholders to translate business requirements into product roadmaps
excellent communication skills and ability to explain complex concepts to a non-technical audience
a creative problem solver with passion, energy and enthusiasm to drive meaningful and transformational change

at autodesk, we're building a diverse workplace and an inclusive culture to give more people the chance to imagine, design, and make a better world. autodesk is proud to be an equal opportunity employer and considers all qualified applicants for employment without regard to race, color, religion, age, sex, sexual orientation, gender, gender identity, national origin, disability, veteran status or any other legally protected characteristic. we also consider for employment all qualified applicants regardless of criminal histories, consistent with applicable law.

are you an existing contractor or consultant with autodesk? please search for open jobs and apply internally (not on this external site). if you have any questions or require support, contact autodesk careers.",4.0,"autodesk
4.0","san francisco, ca","san rafael, ca",5001 to 10000 employees,1982,company - public,computer hardware & software,information technology,25.0,-1
computer vision / deep learning scientist,128201.0,"passionate about precision medicine and advancing the healthcare industry?

recent advancements in underlying technology have finally made it possible for ai to impact clinical care in a meaningful way. tempus' proprietary platform connects an entire ecosystem of real-world evidence to deliver real-time, actionable insights to physicians, providing critical information about the right treatments for the right patients, at the right time.

we are looking for computer vision / deep learning scientist who are passionate about the prospect of building the most advanced data platform in precision medicine.

what you'll do
research and development of novel imaging data based machine learning algorithms for the product platform
apply statistical and machine learning methods to analyze large, complex data sets
communicate highly technical results and methods clearly
interact cross-functionally with a wide variety of people and teams
qualifications
phd degree in a quantitative discipline (e.g. statistics, statistical genetics, imaging science, computational biology, computer science, applied mathematics, applied physics or similar) or equivalent practical experience
experience developing, training, and evaluating deep-learning models using public deep learning frameworks (e.g. pytorch, tensorflow, and keras)
experience developing, training, and evaluating classical machine/deep learning models, such as, svms, random forests, gradient boosting, cnn, fcn, resnet, gan, etc.
familiar with cuda and gpu computing
knowledge of different medical imaging modalities, such as dicom formats and pathology images
self-driven and work well in an interdisciplinary team with minimal direction
thrive in a fast-paced environment and willing to shift priorities seamlessly
nice to haves
kaggle.com competitions and/or kernels track record
experience with aws architecture
experience working with survival analysis, clinical and/or genomic data
experience working with docker containers and cloud-based compute environments.
familiarity with neural network techniques (batch-norm, residual connections, inception modules, etc)",3.3,"tempus labs
3.3","chicago, il","chicago, il",501 to 1000 employees,2015,company - private,biotech & pharmaceuticals,biotech & pharmaceuticals,,-1
big data engineer,128201.0,"company profile:

captiveaire is the nation's leading manufacturer of commercial kitchen ventilation systems, and now provides a complete solution of fans, heaters, ductwork and hvac equipment. for over 40 years, we've led the industry with innovative technologies, unmatched service, competitive pricing, and rapid lead times.

captiveaire maintains a network of over 90 sales offices in the u.s. and canada and six strategically located manufacturing plants in north carolina, iowa, oklahoma, california, pennsylvania and florida.

job description:

this position is for the caslink team. caslink is captiveaire's proprietary building management system that gives service and customers the ability to monitor and control hvac, lighting, and commercial kitchen ventilation equipment. you will be joining the caslink analytics scrum as part of the overall caslink project. the caslink analytics platform collects real-time data through events published by various caslink microservices and stores this data in azure blob storage for processing by jobs written in scala on apache spark in azure hdinsight. power bi is used to present the job outputs to the end user.
this position requires the ability to work well in a team as well as independently.
this position is heavy in coding.
as part of this position you will be supporting and enhancing the existing caslink analytics platform.
you will have the opportunity to contribute to architectural discussions and poc's for improving the caslink analytics platform.
qualifications:

5+ years experience

desired technical skills:

technologies
.net
microsoft azure
blob storage
hdinsight
apache spark
scala
power bi
machine learning (ml.net, python)
sql server
rabbit mq
benefits
medical, dental and vision insurance
disability & life insurance based upon election of medical insurance
paid holidays, vacation, and sick days based upon tenure
401k with employer match
flexible spending account (fsa)
salary:

we offer a competitive salary based upon experience

captiveaire employees are expected to be independent with very little hand-holding and technical training required. you should be comfortable taking on medium to large projects and/or features and be able to bootstrap them from the ground-up. you should also be comfortable diving into well-entrenched, custom, in-house systems and applications which drive the entire company. we are easy-going, don't have a lot of processes to get in our way, and basically want to deliver top-notch, quality systems and software to run the company. as part of the captiveaire it team, you will have many opportunities to contribute directly to the success of the company.

captiveaire is proud to be an equal opportunity workplace. we review applications for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, ancestry, citizenship, age, uniformed services, genetic information, physical or mental disability, medical condition, marital status, or any other basis prohibited by law.",4.1,"captiveaire
4.1","raleigh, nc","raleigh, nc",1001 to 5000 employees,1976,company - private,industrial manufacturing,manufacturing,100500.0,-1
data architect,128201.0,"job title: data architect

location: orlando, florida

manager: head of data science

about lsq

lsq funding is a technology-driven provider of accounts receivable financing to companies who need working capital but may not be able to obtain sufficient financing from their bank. our focus is to help businesses to release the liquidity tied up in their accounts receivable. with financing from lsq, a business can purchase more inventory, fill more orders, and take advantage of new growth opportunities. our creative and timely approach to providing working capital, along with our comprehensive accounts receivable management services, allows our clients to driving business success.

job overview

lsq funding is looking for a skilled and progressive data architect to join our growing team of analytics experts. the hire will be responsible for expanding and optimizing our data and data pipeline architecture, as well as optimizing data flow and collection for cross-functional teams. the ideal candidate is an experienced data pipeline builder and data wrangler who enjoys optimizing data systems and building them from the ground up. the data architect will support database architects and engineers, data analysts and data scientists on data initiatives and will that ensure optimal data delivery architecture is consistent throughout ongoing projects.

responsibilities for data architect
create and maintain optimal data pipeline architecture,
assemble large, complex data sets that meet functional / non-functional business requirements.
identify, design, and assist in the implementation of data-focused internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc.
build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources using sql and aws big data technologies.
work with stakeholders including the executive, engineering and data teams to assist with data-related technical issues and support their data infrastructure needs.
create data tools for analytics and data scientist team members that assist them in building and optimizing lsq products into an innovative industry leader.
work with data and analytics experts to strive for greater functionality in our data systems.
build processes supporting data transformation, data structures, metadata, dependency and workload management.
qualifications for data engineer
1-3+ years of experience in a data engineer role, who has attained a graduate degree in computer science, statistics, informatics, information systems or another quantitative field.
advanced working sql knowledge and experience working with relational databases, query authoring (sql) as well as working familiarity with a variety of databases.
experience building and optimizing big data data pipelines, architectures and data sets.
experience performing root cause analysis on internal and external data and processes to answer specific business questions and identify opportunities for improvement.
strong analytic skills related to working with structured as well as unstructured datasets.
a successful history of manipulating, processing and extracting value from large disconnected datasets.
below experience is preferred but not required:
experience with big data tools: hadoop, spark, kafka, data bricks
experience with relational sql and nosql databases, including postgres and cassandra.
experience with data pipeline and workflow management tools: azkaban, luigi, airflow, etc.
experience with aws cloud services: ec2, emr, rds, redshift
experience with stream-processing systems: storm, spark-streaming, etc.
experience with object-oriented/object function scripting languages: python, java, c++, scala, etc.",4.2,"lsq
4.2","orlando, fl","orlando, fl",51 to 200 employees,1996,company - private,investment banking & asset management,finance,100500.0,-1
machine learning engineer,128201.0,"machine learning engineer

at temboo, we build software that people are using to fundamentally change the world around us. our no-code platform for environmental engagement empowers organizations, cities, and residents to achieve sustainability goals, advance green infrastructure projects, and build more engaged and informed communities. we want you to join us as we grow and scale temboo. a few highlights:
our customers are building a wide range of environmental monitoring applications, from tracking soil moisture in city tree beds to assessing ph levels in octopus farms!
as reported by the new york times, the software we build helps nonprofits promote policy changes, businesses assess their environmental impact, governments maintain green infrastructure, and citizens become more involved. regardless of background or experience, we give people all the tools they need to measure, engage, inform, and advocate—for the future of their neighborhood, their city, their country, and the planet.
temboo's software comes pre-shipped in hardware development platforms for millions of devices from companies like texas instruments, samsung, and arduino.
temboo integrates with over 100 internal and external apis and cloud services, and we work closely with api providers such as amazon and microsoft to make their apis more accessible.
temboo has been adopted as a teaching tool by over 150 universities worldwide, in courses ranging from traditional cs and engineering, to digital art and urban data mining, and is a new york state approved provider of iot instruction for professional licensed engineers.
we’re looking for a curious, skillful engineer to employ machine learning techniques to develop new features and products at temboo. you will be responsible for leveraging and advancing existing machine learning systems as you apply them to temboo’s increasingly rich sensor data and device activity dataset. you will lead the design, prototyping and productization of machine learning-based features, and take responsibility for introducing other temboo developers to machine learning projects.

your specific technical skill-set is less important to us than your all-around intelligence, problem-solving ability, and eagerness for new challenges. it will be your responsibility to identify and introduce new languages and tools to support your machine learning initiatives.

what you'll be doing
identifying opportunities to apply machine learning techniques to develop new temboo features, particularly those based on sequence mining
working with other temboo engineers to implement machine learning algorithms in an efficient manner
shipping new features based on your research
continually observing and refining these features in production to improve behavior over time
taking responsibility for maintaining our data collection, storage and processing infrastructure

what we're looking for in you
proven experience with developing machine learning systems in a professional or academic environment
a deep understanding of the mathematical foundations of machine learning algorithms
strong computer science fundamentals (notably algorithms and data structures, distributed systems and information retrieval)
experience with relational database technology e.g., mysql, and distributed data storage and processing systems e.g., hadoop
you’re a strong programmer, with experience in both scripting languages and strongly typed programming languages
a willingness to learn and use new technologies, strategies, tools, and components
strong written and verbal skills, with an ability to explain complex concepts to a varied audience
experience in a startup environment

why you should apply
you’ll have a high-impact role working with transformative technologies like iot and machine learning
you'll work on exciting technical challenges like designing secure, optimized protocols for communicating with internet-connected hardware, iterating on our data models and supporting architecture to scale to masses of connected devices, and implementing predictive algorithms for generating insights on sensor data sets
you’ll be writing software that people use to make a positive impact on the world
you’ll get wide-ranging exposure to different aspects of the technology and business worlds since temboo touches hardware & software, multiple layers of the technology stack, and a variety of industries
you’ll be part of a committed, smart, respectful, and fun team
we offer competitive compensation, a casual office environment, and respect for autonomy
our users are our customers, and they control their own data. we're not selling ads or user data.

2019-08-01
104 franklin st.
new york,
ny
10013

full-time

does this sound like you? if so, send us your resume and a note about why you're interested in working at temboo. we're looking for people who have passionate interests outside of work as well, so please mention a few of yours in your cover letter.

check out a customer story that combines community activism and emerging technology to deal with climate change at the hyper-local level.

how to apply


email us at jobs@temboo.com, including your resume and a note about yourself (please use “machine learning engineer” in the subject line).",3.9,"temboo
3.9","new york, ny","new york, ny",1 to 50 employees,-1,company - private,it services,information technology,,-1
data scientist,128201.0,"at kibo, we provide cloud commerce solutions inspired by our clients' needs and designed to empower their teams. together, we can help them see further, think bigger, and climb higher.our software and services include ecommerce, order management, personalization, and mobile point-of-commerce. we serve retailers, manufacturers, and brands, and our solutions are designed to power the shopping experience - from first click to doorstep - and to scale with them as their business grows.kibo is seeking a data scientist to help continue to build and innovate our next generation of data-driven applications. you will be part of our data science group which develops kibo's software for processing large volumes of ecommerce user data into statistical models that drive live applications such as item recommendations, content search and automated statistical testing.essential responsibilities and duties:* contribute to kibo's product roadmap by developing models to solve our customers' pressing problems* develop visualizations that make complex concepts intuitive to nontechnical marketers and merchandisers* collaborate with and learn from a like-minded group of data scientists* develop models with a variety of requirements (online learning, large data sets, reinforcement learning, recommender systems, etc.)* discover, understand, and apply cutting-edge statistical and machine learning techniques with novel applications to e-commerce, marketing, and supply chain problems* assist product management and engineering in building full-featured products based on your research* assist sales, marketing, and client services in taking products based on your research to market and effectively communicating their value to clients and prospectsqualifications:* a bachelor's degree in one or more of statistics, machine learning, math, computer science, economics, quantitative social science or equivalent understanding* 2+ years of experience in a modern data analysis stack (python, r, matlab, sas, spss, stata, etc.)* willingness to learn python (knowledge of python is a plus)* effective understanding of how business value, applications, and infrastructure constraints drive modeling decisions* ability to implement machine learning techniques in scalable, reliable and maintainable code for real-world software platforms* familiarity with software engineering concepts like object-oriented design, software testing, and development lifecycles* an entrepreneurial mindset, shown by a history of engagement with the end users of a model or the desire to do so.* ability to effectively communicate the results and value of models with non-technical stakeholders, both internal and external",-1.0,kibo,"philadelphia, pa","marbella, spain",unknown,-1,company - public,-1,-1,,-1
